Date,Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement
3/31/2023,Senior Consultant - Data Analytics-CPG038927,Genpact,"Gurugram, Haryana, India",On-site,"10,001+ employees","2,639,232 followers",63 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Lead Big Data Analyst,Near,Greater Bengaluru Area,On-site,201-500 employees,"20,546 followers",10 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Senior Power BI Specialist,ICF,"Delhi Cantonment, Delhi, India",On-site,"5,001-10,000 employees","169,861 followers",105 applicants,Management Consulting,Full-time · Mid-Senior level
3/31/2023,Data Analyst_Assistant Manager_Pune,_VOIS,"Pune, Maharashtra, India",On-site,"10,001+ employees","139,910 followers",200 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Data Analyst (6),ITI Data,"Ramban, Jammu & Kashmir, India",Hybrid,201-500 employees,"6,753 followers",16 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Sr Analyst Promotions Insight,Target,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","1,682,924 followers",58 applicants,Retail,Full-time · Mid-Senior level
3/31/2023,Data Researcher,S&P Global,"Gurgaon, Haryana, India",On-site,"10,001+ employees","353,900 followers",68 applicants,Financial Services,Full-time
3/31/2023,EA_P&U_Data Analyst (P&U OT)_Staff,EY,"Trivandrum, Kerala, India",On-site,"10,001+ employees","7,366,822 followers",57 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Product Analyst Internship,Moment,"Gurugram, Haryana, India",On-site,11-50 employees,"1,114 followers",157 applicants,"Health, Wellness & Fitness",Internship
3/31/2023,Pharma Forecasting,WNS,"Bengaluru East, Karnataka, India",On-site,"10,001+ employees","645,669 followers",1 hour ago                                  Over 200 applicants,Outsourcing/Offshoring,Full-time · Mid-Senior level
3/31/2023,Data Analyst - Big Data/Python,Emproto Technologies,"Hyderabad, Telangana, India",On-site,51-200 employees,"5,550 followers",80 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Data Analyst,WSP,"Noida, Uttar Pradesh, India",Hybrid,"10,001+ employees","713,008 followers",1 month ago                                  Over 200 applicants,Information Technology & Services,Contract · Entry level
3/31/2023,Data Analyst,Graphene AI,"Bengaluru North, Karnataka, India",Hybrid,51-200 employees,"4,996 followers",4 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Data Analyst – SAS & Power BI,Exusia,"Bengaluru, Karnataka, India",Remote,"501-1,000 employees","26,226 followers",3 months ago                                  Over 200 applicants,Management Consulting,Full-time
3/31/2023,Senior Analytics Consultant,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,658 followers",1 applicant,Financial Services,Full-time · Mid-Senior level
3/31/2023,Business Data Analyst,M&G Global Services Private Limited,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees","8,726 followers",3 days ago                                  Over 200 applicants,Financial Services,Full-time
3/31/2023,"ESG Data Analyst, AVP",Deutsche Bank,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","1,898,280 followers",194 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst (Data Validation),m360 Research,"Bengaluru, Karnataka, India",Hybrid,201-500 employees,"16,433 followers",1 month ago                                  Over 200 applicants,Market Research,Full-time · Associate
3/31/2023,Senior Data Analyst/Data Modellers,EPAM Systems,"Pune, Maharashtra, India",Remote,"10,001+ employees","861,713 followers",179 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Business Intelligence Specialist,Al Gihaz Holding,"Chennai, Tamil Nadu, India",On-site,"1,001-5,000 employees","136,285 followers",132 applicants,Electrical & Electronic Manufacturing,Full-time · Mid-Senior level
3/31/2023,Research - Data Analyst / Senior Data Analyst,ISG (Information Services Group),"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","42,966 followers",1 month ago                                  Over 200 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Business Intelligence Senior Specialist,NTT DATA Services,"Hyderabad, Telangana, India",On-site,"10,001+ employees","487,139 followers",31 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst,S&P Global,"Gurgaon, Haryana, India",On-site,"10,001+ employees","353,900 followers",52 applicants,Financial Services,Full-time
3/31/2023,"Lead Analyst, Data Management & Quantitative Analysis",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,670 followers",41 applicants,Financial Services,Full-time
3/31/2023,Data Analyst,Collegedunia,"Gurgaon, Haryana, India",On-site,"501-1,000 employees","132,677 followers",3 weeks ago                                  Over 200 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Analyst - Data Analytics,TIAA,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","166,768 followers",19 applicants,Financial Services,Full-time · Entry level
3/31/2023,ETL Testing,CodersBrain,"Bengaluru, Karnataka, India",Remote,201-500 employees,"58,814 followers",93 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Data Analyst - Power BI/Tableau,DSRC,"Chennai, Tamil Nadu, India",On-site,201-500 employees,"4,789 followers",41 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,ServiceNow Performance Analytics and Reporting Analyst,Workday,"Pune, Maharashtra, India",Hybrid,"10,001+ employees","761,381 followers",3 weeks ago                                  Over 200 applicants,Computer Software,Full-time
3/31/2023,Senior Business Intelligence Analyst,GoGuardian,India,Remote,"501-1,000 employees","31,580 followers",2 weeks ago                                  Over 200 applicants,E-learning,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Dun & Bradstreet Technology and Corporate Services India LLP,"Hyderabad, Telangana, India",On-site,"501-1,000 employees","9,044 followers",1 week ago                                  Over 200 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Acme Services,"Mumbai, Maharashtra, India",Hybrid,51-200 employees,"162,453 followers",1 month ago                                  Over 200 applicants,Human Resources,Full-time · Mid-Senior level
3/31/2023,Senior Data Analyst – SAS & Power BI,Exusia,"Bengaluru, Karnataka, India",Remote,"501-1,000 employees","26,226 followers",3 months ago                                  Over 200 applicants,Management Consulting,Full-time
3/31/2023,Senior Consultant - Data Analytics-CPG038927,Genpact,"Gurugram, Haryana, India",On-site,"10,001+ employees","2,639,250 followers",63 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Twid - Data Analyst - R/SQL/Python,twid,"Bengaluru, Karnataka, India",On-site,11-50 employees,"11,895 followers",3 weeks ago                                  Over 200 applicants,Internet,Full-time · Entry level
3/31/2023,Senior Analytics Consultant,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,662 followers",1 applicant,Financial Services,Full-time · Mid-Senior level
3/31/2023,"Senior Business Intelligence Analyst (Bangkok based, relocation provided)",Agoda,"New Delhi, Delhi, India",Hybrid,"5,001-10,000 employees","449,081 followers",13 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Postdoctoral Researcher,Amrita Vishwa Vidyapeetham,"Kollam, Kerala, India",On-site,"5,001-10,000 employees","72,934 followers",46 applicants,Higher Education,Full-time
3/31/2023,Associate III - Data Analysis,UST,"Thiruvananthapuram, Kerala, India",Hybrid,"10,001+ employees","821,651 followers",107 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,"Senior Analyst, IME - Insights APAC",Guidepoint,"Mumbai, Maharashtra, India",Hybrid,"1,001-5,000 employees","120,616 followers",6 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Marketing Data Analyst,Purple Drive Technologies,"Pune, Maharashtra, India",On-site,51-200 employees,"72,621 followers",47 applicants,Information Technology & Services,Full-time
3/31/2023,Data Analyst,Entrupy,"Bengaluru East, Karnataka, India",Hybrid,51-200 employees,"1,867 followers",182 applicants,Computer Software,Full-time
3/31/2023,"Principal, Data Scientist",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,673 followers",59 applicants,Financial Services,Full-time
3/31/2023,Analyst- Wallets,CRISIL Limited,"Mumbai, Maharashtra, India",Hybrid,"1,001-5,000 employees","471,963 followers",121 applicants,Financial Services,Full-time · Entry level
3/31/2023,Data Analyst,JobDost,"Bengaluru North, Karnataka, India",On-site,51-200 employees,"10,565 followers",21 applicants,Human Resources,Full-time · Associate
3/31/2023,EA_P&U_Data Analyst (P&U OT)_Staff,EY,"Trivandrum, Kerala, India",On-site,"10,001+ employees","7,366,840 followers",70 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Data Scientist/Quantitative Analyst,Antier Solutions,"Sahibzada Ajit Singh Nagar, Punjab, India",Hybrid,"501-1,000 employees","15,052 followers",10 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst (Tableau),SA Technologies Inc.,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees","50,733 followers",126 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Data Analyst (1),ITI Data,"Ramban, Jammu & Kashmir, India",Hybrid,201-500 employees,"6,753 followers",6 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Sr. Data Analyst,Credibly,"Maharashtra, India",Remote,51-200 employees,"8,119 followers",3 weeks ago                                  Over 200 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Business / Data Analyst,Solytics Partners,"Pune, Maharashtra, India",On-site,201-500 employees,"3,646 followers",71 applicants,Financial Services,Full-time · Associate
3/31/2023,Apply for Junior Research Analyst - Benchmarking - KPO,Incisive Research,"Delhi, Delhi, India",Hybrid,51-200 employees,"1,263 followers",71 applicants,Market Research,Full-time · Entry level
3/31/2023,Associate Statistician,GSK,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","3,563,536 followers",113 applicants,Pharmaceuticals,Full-time
3/31/2023,Dataanalyst+Qlikview_Deepanshi_TTP,CodersBrain,"Bengaluru, Karnataka, India",Remote,201-500 employees,"58,815 followers",25 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Lead Data Analyst,Atkins,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","789,935 followers",7 applicants,Design,Full-time · Mid-Senior level
3/31/2023,Data Analyst,FloBiz,"Bengaluru, Karnataka, India",On-site,51-200 employees,"17,321 followers",1 month ago                                  Over 200 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Power BI Consultant 1 1,Worldline,"Delhi, Delhi, India",Hybrid,"10,001+ employees","191,666 followers",173 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,In-Business Credit Risk Quality Assurance Data Analyst for Wealth Management,Citi,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","4,045,415 followers",14 applicants,Financial Services,Full-time
3/31/2023,Data Operations Analyst IRC179903,GlobalLogic,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","739,567 followers",20 applicants,Computer Software,Full-time · Director
3/31/2023,Data Analyst/Engineer,Turing,India,Remote,"1,001-5,000 employees","215,916 followers",172 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Lead Quantitative Analytics Specialist,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,672 followers",1 applicant,Financial Services,Full-time · Mid-Senior level
3/31/2023,Analyst (AWS + Snowflake),Coforge,"Noida, Uttar Pradesh, India",Hybrid,"10,001+ employees","400,599 followers",4 months ago                                  Over 200 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Quantitative Analytics Specialist,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,672 followers",17 hours ago,Financial Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Right Advisors Private Limited,"Kolar, Karnataka, India",On-site,51-200 employees,"21,074 followers",14 applicants,Human Resources,Full-time · Entry level
3/31/2023,Data Analyst (9),ITI Data,"Ramban, Jammu & Kashmir, India",Hybrid,201-500 employees,"6,753 followers",18 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Lead Data Analyst - Data Operations,S&P Global,"Gurgaon, Haryana, India",On-site,"10,001+ employees","353,902 followers",193 applicants,Financial Services,Full-time
3/31/2023,Data Analyst,Collegedunia,"Gurgaon, Haryana, India",On-site,"501-1,000 employees","132,679 followers",3 weeks ago                                  Over 200 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Data Researcher - III,S&P Global,"Ahmedabad, Gujarat, India",On-site,"10,001+ employees","353,903 followers",72 applicants,Financial Services,Full-time
3/31/2023,Data Analyst,Spendflo,"Chennai, Tamil Nadu, India",Hybrid,51-200 employees,"7,423 followers",3 weeks ago                                  Over 200 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Product Engineer I - Matching/ Data Analyst,Experian,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","580,519 followers",103 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Senior Data Analyst,Atkins,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","789,935 followers",11 applicants,Design,Full-time · Mid-Senior level
3/31/2023,Marketing Operations Data Analyst,Hewlett Packard Enterprise,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","3,575,870 followers",38 applicants,Information Technology & Services,Full-time
3/31/2023,Senior Analytic Consultant,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,675 followers",2 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Lead II - Data Analysis,UST,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","821,656 followers",171 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Marketing Operations Data Analyst,Hewlett Packard Enterprise,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","3,575,869 followers",38 applicants,Information Technology & Services,Full-time
